CR|ATM|SUCURSAL |DIVISION|ZONA|CAS_1|CAS_2|CAS_3|CAS_4|PIEZAS_CAS_1|PIEZAS_CAS_2|PIEZAS_CAS_3|PIEZAS_CAS_4|MINIMO
0388|E438|MONCLOVA CENTRO|NORESTE|COAHUILA NORTE 1|20|100|200|500|852|1601|1276|1619|510000
0388|E439|MONCLOVA CENTRO|NORESTE|COAHUILA NORTE 1|20|100|200|500|803|988|1423|1147|510000
0389|2610|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|100|200|500|500|1407|1398|515|392|653000
0389|C842|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|200|200|500|500|1263|1358|1301|1500|630000
0389|C843|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|100|200|500|500|1551|1548|914|1600|585000
0389|C844|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|100|200|500|500|1705|1696|1572|1600|683000
0389|4090|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|20|100|200|500|1481|1409|1406|1333|519000
0389|7607|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|20|100|200|500|824|1077|1065|518|510000
0389|D369|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|20|100|200|500|1240|1108|1097|736|510000
0389|E440|NUEVO CASAS GRANDES|NOROESTE|CHIHUAHUA FORANEAS 3|20|100|200|500|1619|1449|1462|922|513000
0391|9294|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|200|200|500|500|1153|433|1277|1915|630000
0391|9295|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|200|200|500|500|776|0|47|1011|630000
0391|9296|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|200|200|500|500|331|391|1|929|630000
0391|4649|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|510|376|431|182|512000
0391|4650|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|801|376|398|154|512000
0391|A627|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|456|701|358|189|513000
0391|A729|AGENCIA AEROPUERTO|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|435|991|539|367|512000
0392|A782|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|200|200|500|500|883|944|1181|1403|630000
0392|A788|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|100|200|500|500|1410|1554|1422|1598|585000
0392|5645|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|20|100|200|500|219|539|1289|1329|369000
0392|6223|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|20|100|200|500|362|1149|940|674|512000
0392|6224|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|20|100|200|500|396|708|915|24|369000
0392|9911|DELICIAS MORIN|NOROESTE|CHIHUAHUA FORANEAS 1|20|100|200|500|331|841|821|1295|423000
0394|A248|PURUANDIRO|OCCIDENTE|LA PIEDAD 3|100|200|500|500|1176|1079|951|109|585000
0394|B913|PURUANDIRO|OCCIDENTE|LA PIEDAD 3|200|200|500|500|1554|1557|892|1435|630000
0394|3539|PURUANDIRO|OCCIDENTE|LA PIEDAD 3|20|100|200|500|285|541|594|1479|369000
0394|D620|PURUANDIRO|OCCIDENTE|LA PIEDAD 3|20|100|200|500|405|936|1027|1498|512000
0394|D621|PURUANDIRO|OCCIDENTE|LA PIEDAD 3|20|100|200|500|355|150|627|0|369000
0395|C609|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|100|200|200|500|1262|551|200|660|557000
0395|C610|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|100|200|200|500|1421|1120|212|1199|587000
0395|C611|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|100|200|200|500|1223|1477|200|1850|557000
0395|7897|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|20|100|200|500|848|496|1193|1166|516000
0395|E309|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|20|100|200|500|1076|457|1243|344|369000
0395|E310|D.F. PATRIOTISMO|METRO SUR|DEL VALLE 2|20|100|200|500|651|746|715|1374|513000
0397|2735|D.F. MILPA ALTA LOS ANGELES|METRO SUR|COAPA 2|200|200|500|500|616|651|834|764|630000
0397|2744|D.F. MILPA ALTA LOS ANGELES|METRO SUR|COAPA 2|200|200|500|500|298|540|880|2020|630000
0397|5790|D.F. MILPA ALTA LOS ANGELES|METRO SUR|COAPA 2|20|100|200|500|1474|905|581|310|377000
0397|6283|D.F. MILPA ALTA LOS ANGELES|METRO SUR|COAPA 2|100|200|200|500|1074|1728|1156|274|450000
0397|6284|D.F. MILPA ALTA LOS ANGELES|METRO SUR|COAPA 2|100|200|500|500|466|350|294|491|585000
0399|2012|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|200|200|500|500|1112|914|539|1479|630000
0399|2330|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|200|200|500|500|1142|918|537|2018|633000
0399|2331|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|100|200|500|500|1074|982|750|1871|585000
0399|2580|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|100|200|500|500|920|1005|737|1838|585000
0399|1350|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|866|906|1030|1449|371000
0399|2623|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|791|623|886|776|513000
0399|2879|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|733|380|757|208|513000
0399|3524|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|826|752|886|666|515000
0399|4302|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|810|865|916|352|369000
0399|8656|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|767|708|860|1136|518000
0399|A896|CUAUTITLAN|METRO NORTE|CUAUTITLAN 2|20|100|200|500|837|782|833|479|375000
0404|C547|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1499|1902|1421|949|585000
0404|C548|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1804|1329|1611|505|585000
0404|C549|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1056|1670|1693|552|585000
0404|C550|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1427|1598|1662|1661|585000
0404|C551|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|2|0|5|656|585000
0404|E279|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|1178|598|642|1328|510000
0404|E280|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|930|849|845|679|510000
0404|E281|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|782|657|1069|447|510000
0404|E282|CHAPULTEPEC|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|618|698|936|622|510000
0405|3390|AMERICAS|OCCIDENTE|GUADALAJARA ZAPOPAN 1|100|200|500|500|829|755|592|300|585000
0405|3391|AMERICAS|OCCIDENTE|GUADALAJARA ZAPOPAN 1|50|200|200|500|305|903|300|372|452000
0405|4066|AMERICAS|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|543|802|879|917|510000
0405|4201|AMERICAS|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|570|981|956|603|510000
0409|C146|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|100|200|500|500|870|1442|1268|1480|585000
0409|C147|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|100|200|500|500|977|1233|1195|1210|585000
0409|C148|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|100|200|500|500|1042|1372|16|1428|753000
0409|6468|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|20|100|200|500|928|565|650|987|375000
0409|9656|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|20|100|200|500|866|710|776|752|512000
0409|D988|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|20|100|200|500|904|727|857|1373|513000
0409|D989|SAN JUAN BOSCO|OCCIDENTE|GUADALAJARA ORIENTE 1|20|100|200|500|931|965|975|585|519000
0410|1499|TARASCAS|OCCIDENTE|MORELIA PONIENTE 4|100|200|500|500|845|869|577|220|585000
0410|1500|TARASCAS|OCCIDENTE|MORELIA PONIENTE 4|100|200|500|500|641|288|862|317|585000
0410|8867|TARASCAS|OCCIDENTE|MORELIA PONIENTE 4|100|200|500|500|983|1115|1497|1053|585000
0410|8868|TARASCAS|OCCIDENTE|MORELIA PONIENTE 4|20|100|200|500|1194|845|931|1005|516000
0410|D013|TARASCAS|OCCIDENTE|MORELIA PONIENTE 4|20|100|200|500|707|848|888|1148|513000
0411|8265|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|200|200|500|500|0|1051|0|1251|630000
0411|8273|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|200|200|500|500|745|1111|608|532|630000
0411|6286|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|20|100|200|500|623|384|675|245|369000
0411|6287|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|20|100|200|500|635|832|624|682|516000
0411|6288|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|20|100|200|500|659|536|561|1223|512000
0411|8033|MORELIA LAS AMERICAS|OCCIDENTE|MORELIA ORIENTE 1|20|100|200|500|1070|605|793|1123|369000
0412|B062|LOPEZ MATEOS|OCCIDENTE|GUADALAJARA DEL SOL 1|100|200|500|500|1050|1013|1422|304|585000
0412|B063|LOPEZ MATEOS|OCCIDENTE|GUADALAJARA DEL SOL 1|50|200|500|500|1118|1323|1390|1086|563000
0412|2719|LOPEZ MATEOS|OCCIDENTE|GUADALAJARA DEL SOL 1|20|100|200|500|925|900|902|488|510000
0412|E233|LOPEZ MATEOS|OCCIDENTE|GUADALAJARA DEL SOL 1|20|100|200|500|1399|1392|1332|950|510000
0414|0582|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|100|200|500|500|1788|1706|1265|1871|585000
0414|A270|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|100|200|200|500|1325|841|1659|913|512000
0414|A271|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|50|200|500|500|1878|1861|2054|400|563000
0414|8927|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|20|100|200|500|668|841|1054|1893|510000
0414|B755|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|20|100|200|500|874|731|844|569|516000
0414|D032|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|20|100|200|500|648|324|770|794|516000
0414|D033|16 DE SEPTIEMBRE|OCCIDENTE|GUADALAJARA CENTRO 1|20|100|200|500|647|1239|1378|1997|513000
0415|A308|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|100|200|200|500|812|657|634|259|515000
0415|A309|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|100|200|200|500|525|918|542|611|512000
0415|A310|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|100|200|200|500|524|694|509|862|516000
0415|3199|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|20|100|200|500|843|638|592|451|513000
0415|7521|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|20|100|200|500|1285|655|683|975|513000
0415|D050|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|20|100|200|500|1507|788|1114|724|512000
0415|E838|PLAZA TAPATIA|OCCIDENTE|GUADALAJARA CENTRO 2|20|100|200|500|1521|646|726|1086|512000
0416|C150|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|100|200|500|500|942|1281|1341|1241|585000
0416|C151|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|100|200|500|500|416|589|0|882|585000
0416|5432|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|20|100|200|500|1617|771|917|1515|369000
0416|7551|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|20|100|200|500|992|274|491|864|369000
0416|D990|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|20|100|200|500|1844|390|901|1309|369000
0416|D991|SAN ANDRES|OCCIDENTE|GUADALAJARA ORIENTE 2|20|100|200|500|1229|353|615|987|369000
0417|0585|RIO ATOTONILCO|OCCIDENTE|GUADALAJARA INDUSTRIAL 2|100|200|500|500|1279|1250|842|1094|666000
0417|0684|RIO ATOTONILCO|OCCIDENTE|GUADALAJARA INDUSTRIAL 2|100|200|500|500|1338|1362|1200|1477|593000
0417|C615|RIO ATOTONILCO|OCCIDENTE|GUADALAJARA INDUSTRIAL 2|100|200|500|500|188|476|26|276|585000
0417|D007|RIO ATOTONILCO|OCCIDENTE|GUADALAJARA INDUSTRIAL 2|20|100|200|500|539|737|752|1137|516000
0417|E312|RIO ATOTONILCO|OCCIDENTE|GUADALAJARA INDUSTRIAL 2|20|100|200|500|656|444|1192|775|371000
0418|7513|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|100|200|500|500|876|962|921|1554|894000
0418|C153|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|200|200|500|500|1631|919|1525|1090|630000
0418|C154|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|100|200|500|500|555|935|396|1129|585000
0418|4832|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|20|100|200|500|1029|757|1213|436|369000
0418|D992|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|20|100|200|500|792|1006|1303|459|396000
0418|D993|TONALA ZARAGOZA|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 1|20|100|200|500|1191|697|881|848|369000
0420|1532|CARDENAS|OCCIDENTE|URUAPAN 3|100|200|500|500|1040|796|808|212|753000
0420|5747|CARDENAS|OCCIDENTE|URUAPAN 3|20|100|200|500|621|1051|820|1062|369000
0420|7069|CARDENAS|OCCIDENTE|URUAPAN 3|20|100|200|500|618|935|1095|1714|369000
0420|7072|CARDENAS|OCCIDENTE|URUAPAN 3|20|100|200|500|539|1132|1097|1303|401000
0423|B839|AMERICAS NERUDA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|100|200|500|500|1754|1412|979|316|585000
0423|9433|AMERICAS NERUDA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|523|891|1210|432|510000
0423|D934|AMERICAS NERUDA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|329|1154|1315|1145|516000
0424|A019|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|100|200|500|500|380|471|277|199|585000
0424|A020|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|100|200|500|500|751|931|1274|1736|585000
0424|A021|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|100|200|500|500|689|777|584|158|585000
0424|4529|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|400|389|372|859|510000
0424|4619|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|434|442|406|858|510000
0424|5491|PROVIDENCIA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|263|350|388|772|510000
0425|4263|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|1391|1309|1188|1131|614000
0425|4264|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|1368|1289|1512|1103|585000
0425|7079|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|1706|1598|1641|1582|585000
0425|7095|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|997|1057|827|451|585000
0425|0444|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1849|595|899|334|510000
0425|2710|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|2243|383|384|430|510000
0425|2999|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1800|999|1215|539|510000
0425|C145|TRANSITO ALCALDE|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1066|755|899|434|510000
0426|B895|PLAZA ALEIRA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|200|200|500|500|1286|1648|1102|659|719000
0426|B896|PLAZA ALEIRA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|200|200|500|500|917|1280|1178|505|794000
0426|2818|PLAZA ALEIRA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|1272|685|939|149|369000
0426|D611|PLAZA ALEIRA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|1355|556|1175|440|515000
0426|D612|PLAZA ALEIRA|OCCIDENTE|GUADALAJARA ZAPOPAN 1|20|100|200|500|1769|984|965|635|381000
0427|A649|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|890|958|938|1947|585000
0427|A829|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|1189|1165|1366|1493|585000
0427|A830|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|100|200|500|500|825|712|1303|1110|585000
0427|D259|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1195|835|1201|701|369000
0427|D260|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1155|1307|1592|227|512000
0427|D367|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|1337|782|1103|239|513000
0427|E859|ATEMAJAC|OCCIDENTE|GUADALAJARA CENTRO 3|20|100|200|500|474|465|654|765|521000
0432|4594|LEON ESTADIO|BAJIO|LEON SUR 1|100|200|500|500|1002|1028|1076|1662|656000
0432|8135|LEON ESTADIO|BAJIO|LEON SUR 1|50|100|200|500|1064|879|822|815|627000
0432|2981|LEON ESTADIO|BAJIO|LEON SUR 1|20|100|200|500|1149|1172|1133|975|369000
0432|5101|LEON ESTADIO|BAJIO|LEON SUR 1|20|100|200|500|1104|576|571|1056|510000
0432|C440|LEON ESTADIO|BAJIO|LEON SUR 1|20|100|200|500|1118|293|311|663|369000
0433|1400|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|100|200|500|500|768|910|748|170|585000
0433|A651|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|100|200|500|500|868|741|342|1731|732000
0433|5411|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|557|508|751|1163|516000
0433|5414|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|586|495|472|1416|369000
0433|A055|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|748|492|491|1399|369000
0433|D261|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|644|350|418|573|369000
0433|D262|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|612|580|640|783|512000
0433|E846|LEON PLAZA MAYOR|BAJIO|LEON NORTE 2|20|100|200|500|680|584|443|531|369000
0434|0727|PLAZA MEXICO|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1018|841|677|186|585000
0434|2536|PLAZA MEXICO|OCCIDENTE|GUADALAJARA VALLARTA 1|100|200|500|500|1232|989|16|413|585000
0434|2445|PLAZA MEXICO|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|372|1200|960|722|513000
0434|5431|PLAZA MEXICO|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|590|535|498|650|510000
0434|7327|PLAZA MEXICO|OCCIDENTE|GUADALAJARA VALLARTA 1|20|100|200|500|420|332|609|1180|510000
0437|A655|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|100|200|500|500|1246|1199|1199|1278|606000
0437|A656|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|100|200|500|500|1407|1271|1545|633|585000
0437|A657|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|50|200|500|500|1928|1452|1360|1115|729000
0437|2724|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|20|100|200|500|1004|711|911|768|512000
0437|D264|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|20|100|200|500|1001|705|747|707|369000
0437|D265|SANTA ANITA|OCCIDENTE|GUADALAJARA DEL SOL 3|20|100|200|500|1143|952|1100|1171|516000
0440|0493|MAZATLAN OLAS ALTAS|NOROESTE|SINALOA SUR 2|50|100|200|500|1307|1227|1044|167|383000
0440|0501|MAZATLAN OLAS ALTAS|NOROESTE|SINALOA SUR 2|50|100|200|500|2046|1285|1094|552|383000
0440|E705|MAZATLAN OLAS ALTAS|NOROESTE|SINALOA SUR 2|20|100|200|500|835|1173|1023|1121|510000
0441|B064|MAZATLAN SABALO|NOROESTE|SINALOA SUR 1|50|100|200|500|1224|1126|981|1161|512000
0441|B066|MAZATLAN SABALO|NOROESTE|SINALOA SUR 1|100|200|200|500|759|1244|1006|916|450000
0441|E234|MAZATLAN SABALO|NOROESTE|SINALOA SUR 1|20|100|200|500|408|960|1157|1168|369000
0441|E235|MAZATLAN SABALO|NOROESTE|SINALOA SUR 1|20|100|200|500|305|1406|1411|1751|384000
0441|E236|MAZATLAN SABALO|NOROESTE|SINALOA SUR 1|20|100|200|500|465|1232|1306|1733|609000
0442|8276|INDUSTRIAL|OCCIDENTE|GUADALAJARA INDUSTRIAL 3|100|200|500|500|1212|1368|1326|1173|585000
0442|8277|INDUSTRIAL|OCCIDENTE|GUADALAJARA INDUSTRIAL 3|100|200|500|500|447|343|0|345|585000
0442|6289|INDUSTRIAL|OCCIDENTE|GUADALAJARA INDUSTRIAL 3|20|100|200|500|807|998|1037|484|518000
0442|6419|INDUSTRIAL|OCCIDENTE|GUADALAJARA INDUSTRIAL 3|20|100|200|500|919|721|664|400|369000
0443|B918|ABASTOS CARDENAS|OCCIDENTE|GUADALAJARA INDUSTRIAL 1|100|200|500|500|1542|1517|1624|1088|585000
0443|3202|ABASTOS CARDENAS|OCCIDENTE|GUADALAJARA INDUSTRIAL 1|20|100|200|500|870|403|673|141|369000
0443|A550|ABASTOS CARDENAS|OCCIDENTE|GUADALAJARA INDUSTRIAL 1|20|100|200|500|623|684|758|678|510000
0443|D624|ABASTOS CARDENAS|OCCIDENTE|GUADALAJARA INDUSTRIAL 1|20|100|200|500|541|795|862|1097|510000
0443|D625|ABASTOS CARDENAS|OCCIDENTE|GUADALAJARA INDUSTRIAL 1|20|100|200|500|580|811|816|1066|519000
0444|3555|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|100|200|500|500|560|647|5|198|585000
0444|B919|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|200|200|500|500|574|718|10|484|630000
0444|B920|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|200|200|500|500|786|1055|180|294|630000
0444|B921|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|200|200|500|500|1222|1190|1580|393|630000
0444|D626|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|20|100|200|500|757|460|530|685|519000
0444|D627|ALAMO INDUSTRIAL|OCCIDENTE|GUADALAJARA TLAQUEPAQUE 2|20|100|200|500|754|361|485|1085|512000
0446|B067|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|100|200|500|500|1594|1411|3178|424|585000
0446|B068|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|100|200|500|500|1067|1027|1610|511|585000
0446|B069|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|100|200|500|500|684|624|333|319|585000
0446|3210|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|20|100|200|500|407|443|508|438|510000
0446|E237|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|20|100|200|500|879|556|328|969|510000
0446|E238|COLIMA PRINCIPAL|OCCIDENTE|COLIMA 4|20|100|200|500|899|624|468|1213|510000
0447|0900|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|100|200|500|500|862|792|528|402|585000
0447|0901|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|100|200|500|500|1270|1182|928|1302|585000
0447|0904|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|100|200|500|500|368|312|467|340|585000
0447|C851|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|100|200|500|500|1464|1673|1581|1533|585000
0447|C852|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|100|200|500|500|786|719|439|550|585000
0447|C853|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|200|200|500|500|1106|1223|1402|1031|630000
0447|7690|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|20|100|200|500|338|640|608|433|515000
0447|B570|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|20|100|200|500|388|1181|1175|564|519000
0447|E445|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|20|100|200|500|398|1088|1066|742|513000
0447|E446|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|20|100|200|500|204|1232|1297|703|515000
0447|E447|SANTIAGO SALAHUA|OCCIDENTE|COLIMA 1|20|100|200|500|235|1146|1248|679|510000
0448|0241|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|100|200|500|500|431|617|178|305|585000
0448|4768|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|100|200|500|500|1492|1078|1160|456|585000
0448|4769|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|100|200|500|500|532|771|222|261|585000
0448|C857|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|100|200|500|500|1434|1049|1431|426|585000
0448|3383|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|833|524|904|481|519000
0448|7065|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|510|444|466|429|519000
0448|E448|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|780|590|646|507|369000
0448|E449|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|564|1133|1349|792|513000
0448|E450|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|577|862|807|803|369000
0448|E451|CD GUZMAN CENTRO|OCCIDENTE|COLIMA 2|20|100|200|500|500|749|693|1413|515000
0451|0773|ZACOALCO|OCCIDENTE|AMECA 1|100|200|500|500|867|1325|303|174|585000
