SK|ATM|Marca|Modelo|Tipo_dispositivo|Tipo_monitor|Estatus_dispositivo|Sistema_Operativo|Denominacion_caseteros|Biometrico|Geolocaliza
D3314762|D331|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.641413  -87.087934
D3325036|D332|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|28.664542  -106.128096
D3335036|D333|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|28.664542  -106.128096
D3345117|D334|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.713925  -100.348342
D3355117|D335|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.714755  -100.348347
D3375183|D337|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.714122  -100.348542
D3385192|D338|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.70592  -99.205669
D3395192|D339|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.70592  -99.205669
D3405607|D340|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.907223  -99.340123
D3415607|D341|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.907223  -99.340123
D3425607|D342|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.907223  -99.340123
D3435714|D343|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.463837  -97.688134
D3443773|D344|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.6746  -100.459
D3456525|D345|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.140589  -98.420195
D3466525|D346|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.140589  -98.420195
D3476596|D347|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.502408  -116.973272
D3486596|D348|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.502408  -116.973272
D3496603|D349|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.530189  -116.970708
D3506603|D350|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.530189  -116.970708
D3516805|D351|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.976841  -99.175226
D3526805|D352|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.976841  -99.175226
D3534742|D353|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.683714  -100.353883
D3544742|D354|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.683714  -100.353883
D3554773|D355|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.579006  -99.211446
D3564745|D356|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|14.873954  -92.281609
D3570238|D357|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.361223  -99.150121
D3580018|D358|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.426143  -99.16211
D3590018|D359|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.426143  -99.16211
D3600244|D360|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.840038  -98.032224
D3610018|D361|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.426143  -99.16211
D3620071|D362|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.372976  -99.176073
D3630071|D363|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.372976  -99.176073
D3640696|D364|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.36748  -99.166459
D3650696|D365|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.36748  -99.166459
D3660696|D366|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.36748  -99.166459
D3670427|D367|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.714372  -103.354729
D3680568|D368|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.537437  -96.907664
D3690389|D369|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|30.41533  -107.912319
D3700083|D370|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.431406  -99.182878
D3711080|D371|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.65284  -103.422362
D3721080|D372|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.65284  -103.422362
D3730511|D373|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.04777  -98.210392
D3740511|D374|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.04777  -98.210392
D3750511|D375|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.04777  -98.210392
D3760511|D376|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.04777  -98.210392
D3773775|D377|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.679195  -100.239296
D3785111|D378|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.617104  -99.026677
D3794762|D379|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.641413  -87.087934
D3803555|D380|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.36797  -99.156282
D3813555|D381|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.368062  -99.156391
D3824756|D382|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.095119  -104.302735
D3834756|D383|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.095119  -104.302735
D3844767|D384|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.723451  -100.191066
D3854767|D385|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.723451  -100.191066
D3864766|D386|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.517639  -96.862048
D3874766|D387|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.517639  -96.862048
D3884766|D388|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.517639  -96.862048
D3894741|D389|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.092508  -101.626218
D3904741|D390|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.092508  -101.626218
D3914730|D391|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.709928  -100.456255
D3924730|D392|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.709928  -100.456255
D3934730|D393|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.709928  -100.456255
D3944730|D394|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.709928  -100.456255
D3953926|D395|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.922773  -99.235823
D3963926|D396|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.922668  -99.235439
D3973926|D397|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.922668  -99.235439
D3985627|D398|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.686637  -101.16237
D3995627|D399|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.686637  -101.16237
D4003926|D400|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.922668  -99.235439
D4013926|D401|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.922668  -99.235439
D4023452|D402|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.373462  -99.179273
D4033775|D403|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.679195  -100.239296
D4040088|D404|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.419363  -99.169541
D4050529|D405|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.602161  -98.465901
D4060529|D406|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.602161  -98.465901
D4070555|D407|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|31.657426  -106.43047
D4080555|D408|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.9529  -97.4053
D4090555|D409|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.9529  -97.4053
D4100555|D410|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.9529  -97.4053
D4110580|D411|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|16.853906  -99.856464
D4120580|D412|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|16.853906  -99.856464
D4130583|D413|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|16.846573  -99.849127
D4140583|D414|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|16.846441  -99.849289
D4150600|D415|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|32.531933  -117.038405
D4160600|D416|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|32.531933  -117.038405
D4170600|D417|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|32.531933  -117.038405
D4180610|D418|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|24.797087  -107.39827
D4190610|D419|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|24.797087  -107.39827
D4200610|D420|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|24.797087  -107.39827
D4210717|D421|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.6009  -103.447039
D4220728|D422|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.448276  -99.20738
D4234199|D423|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.914382  -102.312618
D4240912|D424|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.517  -104.889498
D4250912|D425|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.516977  -104.889504
D4260912|D426|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.516977  -104.889504
D4270913|D427|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.510635  -104.892416
D4280913|D428|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.510635  -104.892416
D4290913|D429|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.510635  -104.892416
D4301001|D430|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.64981  -103.401344
D4311001|D431|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.64981  -103.401344
D4321092|D432|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.790932  -108.993818
D4331092|D433|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.790932  -108.993818
D4341092|D434|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.790932  -108.993818
D4351092|D435|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.790932  -108.993818
D4361261|D436|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.627195  -105.229497
D4371261|D437|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.627195  -105.229497
D4381261|D438|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.627195  -105.229497
D4393478|D439|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.466251  -99.110988
D4403478|D440|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.466251  -99.110988
D4413478|D441|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.466251  -99.110988
D4423516|D442|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4433516|D443|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4443516|D444|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4453516|D445|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4463516|D446|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4473516|D447|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4483516|D448|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.530919  -99.028685
D4490576|D449|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.614791  -99.178916
D4503571|D450|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.4017  -99.1454
D4513571|D451|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.4017  -99.1454
D4523620|D452|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.529932  -99.224275
D4533620|D453|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.529932  -99.224275
D4540764|D454|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.665287  -99.080406
D4553973|D455|STRONG|LEVIOSA 868|ALLINONE|TACTIL|BAJA DEF|WINDOWS 10|20 100 200 500|INSTALADO|32.664597  -115.494454
D4560764|D456|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.665287  -99.080406
D4571398|D457|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.315851  -99.077089
D4583738|D458|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.796683  -97.934865
D4593738|D459|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.796683  -97.934865
D4603740|D460|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.042688  -98.230987
D4613740|D461|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.042688  -98.230987
D4623740|D462|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.042688  -98.230987
D4633870|D463|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.638318  -103.311617
D4643870|D464|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.638318  -103.311617
D4654426|D465|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|17.995715  -92.927811
D4664426|D466|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|17.995715  -92.927811
D4674429|D467|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|17.990574  -93.376292
D4684429|D468|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|17.990574  -93.376292
D4694429|D469|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|17.990574  -93.376292
D4704447|D470|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.004528  -89.614585
D4714447|D471|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.00463  -89.614738
D4724461|D472|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|28.40952  -106.863974
D4734461|D473|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|28.40952  -106.863974
D4744461|D474|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|28.40952  -106.863974
D4753532|D475|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.488022  -99.047205
D4764465|D476|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|31.736651  -106.446197
D4774465|D477|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|31.736651  -106.446197
D4784465|D478|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|31.736651  -106.446197
D4794465|D479|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|31.736651  -106.446197
D4804478|D480|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|32.665035  -115.482182
D4814478|D481|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.665035  -115.482182
D4824478|D482|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|32.665035  -115.482182
D4834725|D483|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|25.687704  -100.349326
D4844199|D484|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.914382  -102.312618
D4854726|D485|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.869279  -98.950715
D4864748|D486|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|31.692905  -106.37978
D4874199|D487|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.914382  -102.312618
D4884763|D488|HARD|DESCENDIO32|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.43685  -99.16985
D4894768|D489|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.841192  -99.680125
D4904775|D490|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.396772  -99.161558
D4910463|D491|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.881599  -102.296829
D4924782|D492|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.195366  -96.154207
D4930463|D493|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.881599  -102.296829
D4944783|D494|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|32.628241  -115.445715
D4954786|D495|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.991405  -98.277252
D4963661|D496|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.372297  -99.206998
D4973661|D497|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.372297  -99.206998
D4984793|D498|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|17.977809  -102.213339
D4995011|D499|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|17.807168  -97.776153
D5005011|D500|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|17.807168  -97.776153
D5015079|D501|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|23.759352  -99.140045
D5025079|D502|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|23.759352  -99.140045
D5035329|D503|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|18.637431  -91.83535
D5045329|D504|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.637431  -91.83535
D5055329|D505|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.637431  -91.83535
D5065329|D506|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.637431  -91.83535
D5075329|D507|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|18.637431  -91.83535
D5085344|D508|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.433538  -101.001532
D5095344|D509|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|25.433538  -101.001532
