SK|ATM|Marca|Modelo|Tipo_dispositivo|Tipo_monitor|Estatus_dispositivo|Sistema_Operativo|Denominacion_caseteros|Biometrico|Geolocaliza
5275249|0527|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.2923715  -102.545466799999
5286062|0528|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|28.6825768  -106.0914958
5296062|0529|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|31.2902798  -110.945820299999
5300786|0530|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.7832892  -100.144659899999
5316062|0531|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|25.4690036  -100.988455999999
5326062|0532|HARD|DESCENDIO23|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.8179106  -116.596924199999
5336062|0533|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.4663282  -99.1435248999999
5340065|0534|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.4282267  -99.1294019
5356062|0535|STRONG|LEVIOSA 522|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|20.6039726  -100.4190025
5360145|0536|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.6487755  -99.2075699
5374103|0537|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 200 500|INSTALADO BBVA|19.3580103  -99.1213612999999
5380145|0538|DUTY|STUPIFY|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|INSTALADO BBVA|19.6487755  -99.2075699
5396062|0539|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|19.4414108  -99.198612
5405256|0540|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.8653769  -97.5323447999999
5410065|0541|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.4282267  -99.1294019
5425256|0542|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.8653769  -97.5323447999999
5430028|0543|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.3951011  -99.1435829999999
5440786|0544|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.7832892  -100.144659899999
5455283|0545|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|23.6750789  -100.629201099999
5465010|0546|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.2052873  -96.1598619999999
5470361|0547|DUTY|STUPIFY|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|21.2611304  -98.7900339
5486062|0548|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|20.204439  -99.9998762
5494103|0549|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 200 500 500|INSTALADO BBVA|19.3580103  -99.1213612999999
5500348|0550|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.4020523  -99.064428
5510240|0551|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.027384  -104.656522
5525010|0552|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.2052873  -96.1598619999999
5536062|0553|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|19.4566394  -99.159805
5546062|0554|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|19.3581218  -98.9590375
5550043|0555|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.3845434  -99.0789101
5566062|0556|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|31.0172054  -114.837460599999
5570538|0557|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 200 500|INSTALADO|19.3158588  -97.9225807999999
5580586|0558|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.1436308  -94.4743515999999
5593923|0559|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.9753166  -99.2461246
5605318|0560|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.0127875  -111.3431804
5610542|0561|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5274472  -97.4615125999999
5626062|0562|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|28.4349414  -107.376097899999
5636062|0563|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.6789303  -103.3422595
5645197|0564|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.1043724  -101.659648399999
5656062|0565|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|20.5809134  -87.1196979999999
5665357|0566|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.9336452  -101.225896199999
5670542|0567|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5274472  -97.4615125999999
5686062|0568|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.6638191  -99.1880391999999
5695848|0569|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.3991275  -93.2118671
5706062|0570|BIG|NIMBUS 2000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.6743176  -100.3378553
5716062|0571|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.430883  -99.152953
5726062|0572|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|26.077944  -98.2850161
5736062|0573|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.54325  -96.90924
5745357|0574|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.9336452  -101.225896199999
5756062|0575|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.3144198  -99.1408996999999
5765711|0576|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.8170383  -97.3607612999999
5775357|0577|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.9336452  -101.225896199999
5780240|0578|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.027384  -104.656522
5796062|0579|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.2872547  -99.5513204999999
5806062|0580|BIG|NIMBUS 2000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.7225104  -100.3600483
5815848|0581|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.3991275  -93.2118671
5825197|0582|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.1043724  -101.659648399999
5830475|0583|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.1322126  -101.6879933
5843553|0584|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.3054739  -99.2355293
5850663|0585|DUTY|STUPIFY|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|32.4693748  -116.9174388
5860625|0586|HARD|DESCENDIO22|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|30.5439284  -115.936759899999
5875556|0587|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.3362147  -99.5415089
5885435|0588|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.4462999  -104.1236222
5896062|0589|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.665029  -99.200619
5903553|0590|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|19.3054739  -99.2355293
5910297|0591|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 100 200 500|NO INSTALADO|25.396623  -101.00724
5925435|0592|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.4462999  -104.1236222
5936062|0593|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|18.9221796  -99.2061741
5946062|0594|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.4833015  -99.1082647
5950475|0595|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.1322126  -101.6879933
5965490|0596|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.9433219  -105.246352199999
5974302|0597|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|25.712517  -100.307796
5986062|0598|HARD|DESCENDIO23|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.6664792  -99.1986944
5990050|0599|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|19.291374  -99.121504
6005490|0600|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.9433219  -105.246352199999
6010348|0601|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.402386  -99.06484
6025490|0602|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.9433219  -105.246352199999
6035075|0603|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.1273098  -98.7702975999999
6040542|0604|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5274472  -97.4615125999999
6055602|0605|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.7400038  -99.3825721
6065556|0606|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.3362147  -99.5415089
6073654|0607|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.337902  -99.1099
6085602|0608|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.7400038  -99.3825721
6095602|0609|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.736467  -99.383403
6106062|0610|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|16.9095275  -96.7268141
6113520|0611|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|19.415682  -98.943479
6123520|0612|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|19.4126382  -98.935516
6133520|0613|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.415682  -98.943479
6140240|0614|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|24.027384  -104.656522
6156062|0615|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|24.020502  -104.645562
6160348|0616|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|19.4020523  -99.064428
6173908|0617|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5645  -103.293
6180542|0618|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|20.5274472  -97.4615125999999
6195615|0619|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.694742  -101.168257
6205615|0620|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.69323  -101.1749036
6215617|0621|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.702209  -101.205534
6220240|0622|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|24.027384  -104.656522
6235617|0623|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.702209  -101.205534
6241467|0624|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|23.7509633  -99.1566512
6255617|0625|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.702209  -101.205534
6266777|0626|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.6878036  -101.9549046
6275639|0627|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|18.684583  -100.803526
6285108|0628|STRONG|LEVIOSA 868|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|26.0738057  -98.3188273999999
6290565|0629|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|19.101448  -96.105106
6301467|0630|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|23.7509633  -99.1566512
6313467|0631|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|19.459584  -99.147511
6326062|0632|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.5439055  -99.2037708
6330538|0633|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.315754  -97.922535
6346062|0634|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|29.0949937  -111.0057625
6350353|0635|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|28.663893  -106.110368
6365641|0636|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.8046313  -100.1730833
6370538|0637|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.315754  -97.922535
6385639|0638|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.6226346  -100.900206
6393449|0639|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.410474  -99.166379
6406062|0640|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|32.484572  -116.942416
6415639|0641|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.684583  -100.803526
6421467|0642|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|23.7509633  -99.1566512
6436062|0643|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.641135  -100.31955
6440272|0644|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|28.6283835  -106.0847079
6455648|0645|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.989005  -101.276058
6465314|0646|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.3366267  -112.2691141
6475314|0647|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.336099  -112.270001
6485648|0648|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.9891299  -101.2761649
6490474|0649|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|21.118772  -101.663493
6506062|0650|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|27.46468  -109.933118
6515314|0651|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.336099  -112.270001
6526062|0652|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.6758143  -105.2510461
6535691|0653|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|17.828064  -95.81514
6545787|0654|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.4003969  -99.6003868999999
6554104|0655|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.357621  -98.988142
6566062|0656|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|16.8582  -99.8903
6575691|0657|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|17.828064  -95.81514
6585787|0658|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.4003969  -99.6003868999999
6595800|0659|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.987422  -105.855501
6604118|0660|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.421486  -99.159006
6616062|0661|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.5801  -103.493
6625800|0662|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.9875607  -105.8555201
6636062|0663|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.429673  -98.960527
6640272|0664|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|28.6283835  -106.0847079
6656530|0665|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.258347  -98.787056
6660272|0666|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|50 100 500 0|INSTALADO|28.6283835  -106.0847079
6675823|0667|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|30.628888  -110.969017
6686062|0668|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|25.1721091  -107.4795173
6690073|0669|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.349925  -99.073524
6705823|0670|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|30.628888  -110.969017
6716062|0671|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.4629  -97.3959
6723467|0672|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO|19.4595382  -99.1475610999999
6736062|0673|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.527755  -96.90318
6740272|0674|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|50 100 500 0|INSTALADO|28.6283835  -106.0847079
6756062|0675|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.397306  -99.285093
6764485|0676|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|25.668472  -100.321407
6776656|0677|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.104929  -101.702042
6785823|0678|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|30.6293070999999  -110.9688724
6796062|0679|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.3544  -102.782
6806062|0680|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|50 100 200 500|INSTALADO|18.2316  -95.9514
6816062|0681|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.482825  -99.113306
6820538|0682|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.3158588  -97.9225807999999
6830556|0683|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.062812  -97.05307
6840629|0684|DUTY|STUPIFY|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|20.6970854  -103.360636399999
6850689|0685|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 200 500 500|NO INSTALADO|20.669885  -103.424657
6866062|0686|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.482825  -99.113306
6873802|0687|HARD|DESCENDIO22|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|25.755522  -100.297341
6880706|0688|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|UNIX|||26.0843685  -98.2959412999999
6896530|0689|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.258347  -98.787056
6906062|0690|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 100 200 500|INSTALADO|20.744311  -89.474731
6915888|0691|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.587953  -98.570412
6926062|0692|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.6426262  -99.2042262
6936062|0693|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|16.910158  -96.721062
6946062|0694|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.0197968  -101.2599956
6950474|0695|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|21.118772  -101.663493
6965888|0696|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.587953  -98.570412
